event_id,facility_id,facility_name,building_id,building_name,block_id,block_name,access_point_id,access_point_name,zone_type,timestamp,user_id,user_name,user_type,event_type,access_status,after_hours,unauthorized_attempt,forced_entry,tailgating_detected,cctv_event,severity,security_alert
SEC-000621,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 11:41:13,EMP-0474,Employee 474,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000516,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 11:59:32,EMP-0160,Employee 160,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000588,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 12:22:05,EMP-0204,Employee 204,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000520,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 12:23:38,EMP-0249,Employee 249,EMPLOYEE,UNAUTHORIZED_ACCESS,DENIED,0,1,0,0,SUSPICIOUS_ACCESS,HIGH,1
SEC-000547,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 12:30:37,EMP-0429,Employee 429,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000563,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 12:51:37,EMP-0186,Employee 186,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000613,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 12:53:10,EMP-0385,Employee 385,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000589,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 12:57:49,EMP-0022,Employee 22,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000501,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 13:02:31,VIS-0128,Visitor 128,VISITOR,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000633,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 13:10:29,EMP-0434,Employee 434,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000583,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 13:14:43,EMP-0240,Employee 240,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000535,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 13:16:19,EMP-0147,Employee 147,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000632,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 13:25:12,EMP-0310,Employee 310,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000497,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 13:30:20,EMP-0048,Employee 48,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000608,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 13:32:16,EMP-0078,Employee 78,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000476,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 13:33:02,EMP-0265,Employee 265,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000499,F001,Smart Campus,B001,Building A,BLK-A2,Block A2,AP-002,Building A Side Entrance,Entrance,2026-01-04 13:35:57,EMP-0238,Employee 238,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000580,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 13:37:35,EMP-0443,Employee 443,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000618,F001,Smart Campus,B001,Building A,BLK-A2,Block A2,AP-002,Building A Side Entrance,Entrance,2026-01-04 13:38:09,EMP-0298,Employee 298,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000581,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 13:53:46,EMP-0320,Employee 320,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000518,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 13:56:44,EMP-0059,Employee 59,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000550,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-006,Server Room Access,Restricted Area,2026-01-04 14:01:25,CON-0041,Contractor 41,CONTRACTOR,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000530,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 14:35:08,EMP-0041,Employee 41,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000544,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 14:38:39,EMP-0361,Employee 361,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000527,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 14:44:42,EMP-0206,Employee 206,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000542,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-006,Server Room Access,Restricted Area,2026-01-04 15:04:45,VIS-0226,Visitor 226,VISITOR,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000510,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 15:06:25,EMP-0425,Employee 425,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000620,F001,Smart Campus,B001,Building A,BLK-A2,Block A2,AP-002,Building A Side Entrance,Entrance,2026-01-04 15:08:40,CON-0059,Contractor 59,CONTRACTOR,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000554,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-006,Server Room Access,Restricted Area,2026-01-04 15:18:59,EMP-0125,Employee 125,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000586,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 15:19:11,EMP-0117,Employee 117,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000552,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 15:24:29,EMP-0059,Employee 59,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000610,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 15:28:20,VIS-0096,Visitor 96,VISITOR,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000487,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 15:31:40,EMP-0034,Employee 34,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000513,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-006,Server Room Access,Restricted Area,2026-01-04 15:36:48,EMP-0022,Employee 22,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000579,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-006,Server Room Access,Restricted Area,2026-01-04 15:36:50,EMP-0365,Employee 365,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000560,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 15:39:00,EMP-0288,Employee 288,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000534,F001,Smart Campus,B001,Building A,BLK-A2,Block A2,AP-002,Building A Side Entrance,Entrance,2026-01-04 15:44:48,EMP-0167,Employee 167,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000584,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 15:48:56,VIS-0173,Visitor 173,VISITOR,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000562,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 15:57:40,EMP-0242,Employee 242,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000569,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 16:04:28,EMP-0363,Employee 363,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000482,F001,Smart Campus,B001,Building A,BLK-A2,Block A2,AP-002,Building A Side Entrance,Entrance,2026-01-04 16:04:33,EMP-0071,Employee 71,EMPLOYEE,ACCESS_DENIED,DENIED,0,0,0,0,NORMAL,MEDIUM,1
SEC-000626,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 16:06:39,EMP-0068,Employee 68,EMPLOYEE,ACCESS_DENIED,DENIED,0,0,0,0,NORMAL,MEDIUM,1
SEC-000480,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 16:16:31,EMP-0062,Employee 62,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000504,F001,Smart Campus,B001,Building A,BLK-A2,Block A2,AP-002,Building A Side Entrance,Entrance,2026-01-04 16:27:01,EMP-0262,Employee 262,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000546,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-006,Server Room Access,Restricted Area,2026-01-04 16:36:37,EMP-0301,Employee 301,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000490,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 16:36:58,EMP-0313,Employee 313,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000614,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 16:46:42,EMP-0181,Employee 181,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000537,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 16:46:52,CON-0116,Contractor 116,CONTRACTOR,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000492,F001,Smart Campus,B001,Building A,BLK-A2,Block A2,AP-002,Building A Side Entrance,Entrance,2026-01-04 17:01:40,VIS-0133,Visitor 133,VISITOR,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000503,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 17:02:56,EMP-0216,Employee 216,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000603,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 17:08:45,VIS-0112,Visitor 112,VISITOR,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000606,F001,Smart Campus,B001,Building A,BLK-A2,Block A2,AP-002,Building A Side Entrance,Entrance,2026-01-04 17:11:42,CON-0039,Contractor 39,CONTRACTOR,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000540,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 17:12:02,EMP-0406,Employee 406,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000615,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 17:23:36,EMP-0055,Employee 55,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000493,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 17:44:48,EMP-0263,Employee 263,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000567,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 17:47:08,EMP-0198,Employee 198,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000538,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 17:47:10,EMP-0016,Employee 16,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000528,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 18:06:05,EMP-0498,Employee 498,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000477,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 18:06:21,EMP-0238,Employee 238,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000479,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 18:12:01,EMP-0223,Employee 223,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000622,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 18:12:44,EMP-0065,Employee 65,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000488,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 18:18:06,EMP-0196,Employee 196,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000502,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 18:24:22,EMP-0477,Employee 477,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000561,F001,Smart Campus,B001,Building A,BLK-A2,Block A2,AP-002,Building A Side Entrance,Entrance,2026-01-04 18:36:36,EMP-0082,Employee 82,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000616,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 18:37:56,EMP-0384,Employee 384,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000623,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 18:44:09,EMP-0068,Employee 68,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000485,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-006,Server Room Access,Restricted Area,2026-01-04 18:54:45,EMP-0139,Employee 139,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000522,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 18:55:35,EMP-0221,Employee 221,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000572,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 18:57:21,EMP-0487,Employee 487,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000594,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 18:58:03,EMP-0057,Employee 57,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000548,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 19:05:55,EMP-0307,Employee 307,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000474,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 19:16:29,EMP-0057,Employee 57,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000599,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 19:18:04,EMP-0154,Employee 154,EMPLOYEE,ACCESS_DENIED,DENIED,0,0,0,0,NORMAL,MEDIUM,1
SEC-000591,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 19:18:45,CON-0100,Contractor 100,CONTRACTOR,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000631,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 19:25:23,EMP-0156,Employee 156,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000578,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 19:27:37,EMP-0008,Employee 8,EMPLOYEE,UNAUTHORIZED_ACCESS,DENIED,0,1,0,0,SUSPICIOUS_ACCESS,HIGH,1
SEC-000507,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 19:33:28,EMP-0035,Employee 35,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000519,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 19:35:51,EMP-0216,Employee 216,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000555,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 19:48:49,VIS-0071,Visitor 71,VISITOR,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000512,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 20:04:30,VIS-0248,Visitor 248,VISITOR,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000596,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 20:08:29,EMP-0026,Employee 26,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000627,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-04 20:43:47,EMP-0153,Employee 153,EMPLOYEE,ACCESS_GRANTED,GRANTED,0,0,0,0,NORMAL,NORMAL,0
SEC-000565,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 20:55:11,EMP-0155,Employee 155,EMPLOYEE,TAILGATING,GRANTED,0,0,0,1,TAILGATING,HIGH,1
SEC-000553,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 21:45:24,EMP-0281,Employee 281,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000602,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 22:03:04,EMP-0368,Employee 368,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000533,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 22:03:29,EMP-0499,Employee 499,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000573,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-04 22:10:58,EMP-0168,Employee 168,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000574,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-006,Server Room Access,Restricted Area,2026-01-04 22:11:10,EMP-0368,Employee 368,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000549,F001,Smart Campus,B001,Building A,BLK-A2,Block A2,AP-002,Building A Side Entrance,Entrance,2026-01-04 22:41:14,EMP-0084,Employee 84,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,AFTER_HOURS_MOVEMENT,LOW,0
SEC-000595,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 23:16:28,EMP-0317,Employee 317,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,AFTER_HOURS_MOVEMENT,LOW,0
SEC-000557,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 23:24:28,VIS-0170,Visitor 170,VISITOR,UNAUTHORIZED_ACCESS,DENIED,1,1,0,0,SUSPICIOUS_ACCESS,CRITICAL,1
SEC-000496,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-006,Server Room Access,Restricted Area,2026-01-04 23:28:32,EMP-0478,Employee 478,EMPLOYEE,UNAUTHORIZED_ACCESS,DENIED,1,1,0,0,SUSPICIOUS_ACCESS,CRITICAL,1
SEC-000551,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-04 23:35:59,EMP-0075,Employee 75,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000600,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-04 23:57:11,CON-0092,Contractor 92,CONTRACTOR,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000769,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-05 00:00:13,EMP-0177,Employee 177,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000655,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-006,Server Room Access,Restricted Area,2026-01-05 00:01:58,EMP-0439,Employee 439,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000767,F001,Smart Campus,B001,Building A,BLK-A2,Block A2,AP-002,Building A Side Entrance,Entrance,2026-01-05 00:21:30,EMP-0418,Employee 418,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000670,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-05 00:31:42,EMP-0439,Employee 439,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,AFTER_HOURS_MOVEMENT,LOW,0
SEC-000717,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-005,Building C Main Entrance,Entrance,2026-01-05 01:11:09,EMP-0021,Employee 21,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000673,F001,Smart Campus,B001,Building A,BLK-A2,Block A2,AP-002,Building A Side Entrance,Entrance,2026-01-05 01:23:05,EMP-0369,Employee 369,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000666,F001,Smart Campus,B001,Building A,BLK-A2,Block A2,AP-002,Building A Side Entrance,Entrance,2026-01-05 02:09:10,CON-0131,Contractor 131,CONTRACTOR,UNAUTHORIZED_ACCESS,DENIED,1,1,0,0,SUSPICIOUS_ACCESS,CRITICAL,1
SEC-000741,F001,Smart Campus,B003,Building C,BLK-C1,Block C1,AP-006,Server Room Access,Restricted Area,2026-01-05 02:11:04,EMP-0009,Employee 9,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000745,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-05 02:34:21,EMP-0203,Employee 203,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000710,F001,Smart Campus,B002,Building B,BLK-B2,Block B2,AP-004,Building B Service Door,Service Area,2026-01-05 02:49:30,EMP-0178,Employee 178,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000638,F001,Smart Campus,B002,Building B,BLK-B1,Block B1,AP-003,Building B Main Entrance,Entrance,2026-01-05 02:56:23,EMP-0187,Employee 187,EMPLOYEE,ACCESS_GRANTED,GRANTED,1,0,0,0,NORMAL,LOW,0
SEC-000645,F001,Smart Campus,B001,Building A,BLK-A1,Block A1,AP-001,Building A Main Entrance,Entrance,2026-01-05 03:00:29,VIS-0142,Visitor 142,VISITOR,ACCESS_DENIED,DENIED,1,0,0,0,NORMAL,MEDIUM,1
