facility_id,facility_name,building_id,building_name,block_id,block_name,timestamp,electricity_kwh,water_liters,hvac_kwh,lighting_kwh,temperature_c,occupancy,is_anomaly
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 07:45:00,535.01,172.45,288.5,68.61,30.16,23,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 08:00:00,376.91,153.99,226.0,64.76,27.73,276,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 08:15:00,368.34,103.58,223.54,113.64,24.58,237,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 08:30:00,475.07,156.36,161.0,110.57,27.51,187,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 08:45:00,373.63,195.73,282.73,109.38,24.38,278,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 09:00:00,442.51,109.7,276.02,109.32,27.86,283,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 09:15:00,561.89,127.3,217.13,65.85,29.19,227,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 09:30:00,451.84,121.11,232.62,54.25,30.86,192,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 09:45:00,359.49,167.95,269.62,107.79,26.49,300,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 10:00:00,464.47,95.71,252.75,60.99,31.84,128,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 10:15:00,408.27,107.56,253.82,72.12,23.01,261,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 10:30:00,426.23,115.37,222.74,100.02,25.15,83,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 10:45:00,351.62,167.71,292.35,96.02,25.35,241,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 11:00:00,456.1,169.27,266.81,78.51,27.18,114,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 11:15:00,552.59,190.41,162.11,103.8,24.52,292,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 11:30:00,555.16,130.76,219.86,72.53,28.1,121,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 11:45:00,596.11,160.79,286.84,67.77,24.73,107,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 12:00:00,598.93,120.3,214.39,59.89,22.24,155,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 12:15:00,921.99,140.33,502.11,148.53,28.42,247,True
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 12:30:00,371.85,102.28,282.4,72.33,26.87,278,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 12:45:00,570.76,115.37,164.16,50.46,26.9,155,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 13:00:00,390.7,177.67,150.74,89.61,24.71,161,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 13:15:00,493.28,195.23,278.49,54.92,29.82,122,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 13:30:00,427.03,143.89,227.23,100.68,24.66,111,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 13:45:00,477.07,100.53,195.41,95.82,31.72,98,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 14:00:00,491.4,180.0,227.56,64.06,22.08,202,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 14:15:00,469.16,140.51,237.35,95.91,28.71,166,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 14:30:00,1155.02,195.65,335.4,193.52,31.68,154,True
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 14:45:00,576.2,198.67,233.94,51.44,23.52,116,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 15:00:00,469.54,138.15,235.54,53.15,31.0,142,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 15:15:00,545.81,110.64,255.44,56.02,30.77,200,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 15:30:00,478.02,198.72,212.1,80.82,30.65,106,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 15:45:00,469.41,154.27,261.34,84.72,24.99,85,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 16:00:00,581.75,174.17,206.12,93.29,26.52,279,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 16:15:00,577.23,128.35,230.58,101.71,28.38,187,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 16:30:00,398.28,161.9,218.85,65.58,30.28,141,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 16:45:00,466.75,143.22,226.25,94.11,28.27,143,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 17:00:00,476.72,174.25,160.2,85.03,29.38,288,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 17:15:00,561.08,169.7,178.03,107.2,23.54,175,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 17:30:00,389.52,118.28,237.11,84.41,22.56,123,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 17:45:00,478.28,104.52,236.31,63.03,22.71,266,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 18:00:00,557.58,121.11,155.04,87.78,26.96,193,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 18:15:00,511.6,162.61,238.84,53.63,29.91,159,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 18:30:00,565.3,109.8,243.8,64.22,23.51,96,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 18:45:00,436.9,192.71,261.86,92.13,23.93,241,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 19:00:00,447.89,185.14,269.16,89.58,26.49,33,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 19:15:00,431.59,182.62,158.18,106.11,23.83,18,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 19:30:00,406.08,128.71,219.22,95.57,24.05,31,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 19:45:00,405.65,184.84,239.92,101.01,25.85,35,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 20:00:00,361.3,82.81,151.2,90.54,22.79,20,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 20:15:00,366.21,85.91,177.88,61.15,28.05,29,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 20:30:00,370.83,114.24,219.88,67.84,28.3,11,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 20:45:00,402.14,172.55,184.01,60.68,31.25,18,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 21:00:00,401.84,94.55,207.2,55.19,28.98,31,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 21:15:00,999.44,127.11,360.95,86.21,24.14,1,True
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 21:30:00,549.57,129.66,180.67,96.51,30.22,23,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 21:45:00,450.58,156.31,271.26,113.85,22.03,33,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 22:00:00,574.76,87.51,188.4,67.81,24.14,27,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 22:15:00,485.85,145.89,287.96,101.29,29.52,16,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 22:30:00,1266.99,153.31,432.84,79.96,28.14,32,True
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 22:45:00,381.77,174.49,253.24,105.54,29.8,7,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 23:00:00,534.57,94.93,252.04,76.57,30.82,47,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 23:15:00,1170.34,183.08,430.45,163.04,26.5,16,True
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-07 23:30:00,427.44,187.81,284.09,66.23,25.95,21,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-07 23:45:00,397.16,166.81,230.56,93.95,23.37,46,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 00:00:00,477.99,97.16,168.92,102.7,29.1,26,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 00:15:00,512.07,164.32,220.53,57.03,31.23,50,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 00:30:00,567.0,93.42,280.99,96.39,23.4,27,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 00:45:00,529.41,134.7,239.23,71.46,22.56,19,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 01:00:00,423.92,181.0,204.42,66.01,25.07,2,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 01:15:00,501.8,111.15,174.05,107.16,25.4,46,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 01:30:00,587.61,93.17,297.89,95.93,25.63,9,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 01:45:00,497.96,199.79,179.4,104.87,29.11,35,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 02:00:00,358.25,83.83,222.23,115.51,26.14,7,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 02:15:00,511.74,105.46,280.03,109.89,25.17,33,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 02:30:00,540.34,90.22,162.3,58.32,31.97,7,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 02:45:00,530.1,117.03,228.98,70.12,22.55,23,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 03:00:00,461.19,189.05,198.7,94.57,31.34,11,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 03:15:00,427.5,109.97,169.22,61.88,24.71,19,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 03:30:00,544.63,180.8,231.0,114.49,26.9,28,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 03:45:00,579.15,117.51,150.46,69.21,22.4,17,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 04:00:00,380.88,109.01,204.59,112.65,26.54,50,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 04:15:00,394.78,136.57,266.76,77.85,30.75,5,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 04:30:00,599.63,103.84,202.01,57.13,27.08,48,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 04:45:00,418.78,83.44,231.08,111.01,24.12,1,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 05:00:00,528.3,98.37,219.98,74.45,27.68,42,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 05:15:00,509.68,165.81,208.14,79.3,27.92,35,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 05:30:00,551.03,181.31,291.17,54.7,24.28,25,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 05:45:00,565.83,189.47,218.46,85.43,22.75,1,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 06:00:00,478.53,135.5,164.4,66.98,24.29,7,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 06:15:00,447.52,125.33,253.42,78.69,30.97,23,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 06:30:00,454.92,132.65,255.97,57.61,28.19,27,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 06:45:00,397.74,172.42,271.86,101.66,29.02,26,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 07:00:00,372.21,167.48,235.82,94.76,24.23,7,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 07:15:00,413.24,132.91,213.54,75.31,29.21,6,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 07:30:00,445.98,150.2,228.98,119.86,23.82,10,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 07:45:00,555.49,146.95,198.41,118.43,31.03,1,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 08:00:00,360.81,158.63,230.57,108.59,23.7,235,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 08:15:00,399.52,102.54,263.08,86.59,22.65,255,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 08:30:00,509.15,192.49,255.7,51.64,29.31,100,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 08:45:00,399.42,130.27,290.32,55.22,22.04,276,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 09:00:00,544.45,180.98,287.08,57.64,24.65,251,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 09:15:00,497.81,129.53,283.9,67.04,22.14,236,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 09:30:00,400.03,179.11,202.64,114.13,30.28,256,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 09:45:00,493.38,85.83,298.59,69.94,25.4,221,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 10:00:00,523.31,91.91,243.93,118.48,23.35,289,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 10:15:00,576.41,122.47,185.08,116.6,31.91,211,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 10:30:00,421.42,84.55,187.06,112.98,31.43,210,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 10:45:00,368.77,142.98,225.09,112.75,27.2,239,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 11:00:00,366.15,193.63,209.44,118.21,24.51,218,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 11:15:00,439.69,184.4,203.81,91.41,31.6,183,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 11:30:00,369.99,126.74,189.94,92.85,26.23,267,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 11:45:00,586.02,105.58,271.99,100.65,25.35,201,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 12:00:00,457.84,121.35,191.0,101.15,23.04,185,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 12:15:00,479.33,183.56,258.83,111.63,27.31,120,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 12:30:00,537.53,117.68,207.02,84.83,28.52,158,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 12:45:00,417.74,195.21,214.63,100.89,29.94,207,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 13:00:00,583.96,141.26,187.67,83.13,28.95,231,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 13:15:00,571.37,86.82,179.99,67.25,25.51,220,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 13:30:00,522.85,157.61,244.13,58.73,30.43,262,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 13:45:00,575.58,157.17,265.37,94.73,31.57,231,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 14:00:00,378.07,155.63,239.76,116.5,22.28,245,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 14:15:00,464.98,142.27,165.86,110.73,23.42,158,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 14:30:00,400.79,154.16,187.21,56.02,28.29,209,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 14:45:00,375.7,133.17,193.57,58.09,23.01,152,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 15:00:00,388.53,199.19,229.05,99.43,31.25,283,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 15:15:00,581.99,165.39,173.3,92.12,22.94,85,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 15:30:00,395.86,113.98,265.92,61.96,31.17,248,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 15:45:00,440.33,168.0,222.9,101.4,26.38,265,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 16:00:00,366.13,81.25,297.93,79.37,23.05,218,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 16:15:00,393.64,120.99,284.66,73.91,28.95,124,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 16:30:00,520.86,197.66,151.1,85.29,26.77,287,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 16:45:00,380.5,84.74,154.85,116.44,29.14,225,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 17:00:00,447.95,125.53,157.6,113.49,22.55,209,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 17:15:00,561.54,161.32,227.9,66.08,27.26,99,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 17:30:00,376.9,139.95,263.22,85.26,28.59,226,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 17:45:00,473.66,135.4,215.16,77.57,27.32,238,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 18:00:00,464.03,102.98,160.06,71.05,23.01,279,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 18:15:00,529.88,190.79,288.51,75.05,29.15,85,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 18:30:00,499.27,106.64,224.64,84.4,31.35,114,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 18:45:00,476.48,95.43,236.39,68.89,27.04,234,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 19:00:00,576.32,150.32,188.9,66.27,29.44,38,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 19:15:00,563.38,90.77,239.97,73.57,27.05,42,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 19:30:00,509.52,198.56,159.09,103.55,30.66,10,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 19:45:00,447.74,97.54,200.84,94.11,22.78,15,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 20:00:00,524.27,86.08,296.69,67.62,27.96,31,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 20:15:00,481.8,132.89,168.82,64.97,25.48,31,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 20:30:00,462.35,131.7,150.15,112.0,26.29,29,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 20:45:00,439.17,155.83,163.2,103.26,30.39,20,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 21:00:00,512.56,160.29,222.29,76.91,29.57,34,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 21:15:00,582.26,116.1,182.58,90.41,26.39,15,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 21:30:00,532.88,140.04,195.58,108.05,24.48,26,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 21:45:00,511.92,165.38,270.56,90.37,26.48,5,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 22:00:00,536.92,155.58,216.42,100.08,25.15,35,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 22:15:00,417.27,156.99,153.79,84.9,22.7,10,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 22:30:00,365.82,122.26,197.03,69.83,27.01,32,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 22:45:00,449.91,130.02,177.43,113.25,30.33,40,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 23:00:00,385.59,149.61,262.44,80.97,28.87,40,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 23:15:00,377.7,145.41,258.36,102.0,24.05,1,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-08 23:30:00,377.19,192.01,153.48,100.27,31.59,35,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-08 23:45:00,432.99,174.5,182.36,117.86,24.83,43,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 00:00:00,595.29,160.63,281.7,111.23,30.97,5,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 00:15:00,389.02,175.33,155.67,114.44,25.41,18,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 00:30:00,574.62,133.36,255.87,60.03,23.08,49,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 00:45:00,426.57,189.4,240.54,73.78,27.44,45,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 01:00:00,525.22,120.5,204.43,83.66,26.47,33,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 01:15:00,458.75,169.76,164.86,65.37,27.97,35,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 01:30:00,451.97,89.43,194.62,94.51,24.36,32,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 01:45:00,465.22,95.68,294.54,55.86,27.66,21,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 02:00:00,580.85,133.1,271.61,94.19,29.92,22,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 02:15:00,451.64,107.86,211.93,102.13,25.18,23,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 02:30:00,383.59,164.01,285.03,108.21,27.69,48,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 02:45:00,580.83,154.47,283.61,95.61,31.47,6,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 03:00:00,478.49,193.73,273.31,103.7,28.28,1,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 03:15:00,558.74,95.01,262.95,108.22,22.03,18,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 03:30:00,551.17,107.63,191.5,53.43,26.39,14,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 03:45:00,371.98,93.94,229.42,90.67,31.62,37,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 04:00:00,378.27,131.37,254.24,103.88,31.32,15,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 04:15:00,583.46,173.3,157.14,83.52,28.96,3,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 04:30:00,457.9,84.26,268.06,76.05,31.57,1,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 04:45:00,482.93,142.48,289.09,110.56,31.33,29,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 05:00:00,513.03,135.76,255.93,64.54,28.53,42,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 05:15:00,469.41,92.3,169.75,91.63,31.98,22,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 05:30:00,498.26,85.77,255.31,72.57,24.64,25,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 05:45:00,494.1,92.03,298.07,101.81,29.03,41,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 06:00:00,434.74,97.95,177.91,92.45,31.88,20,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 06:15:00,382.34,191.45,208.42,113.8,26.61,37,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 06:30:00,466.15,98.53,282.84,119.94,25.6,3,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 06:45:00,487.72,80.43,279.73,85.09,29.93,27,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 07:00:00,354.97,198.71,226.85,103.05,25.69,32,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 07:15:00,422.08,122.23,204.38,112.49,24.26,17,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 07:30:00,413.13,177.93,191.24,61.06,22.85,50,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 07:45:00,364.07,100.11,176.95,106.86,24.36,43,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 08:00:00,464.18,125.51,200.81,118.37,29.8,117,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 08:15:00,368.63,82.14,247.9,90.58,29.82,116,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 08:30:00,446.24,191.62,265.52,86.72,31.63,250,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 08:45:00,441.2,83.76,292.69,94.97,25.63,126,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 09:00:00,545.27,146.7,274.83,105.14,29.08,206,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 09:15:00,440.84,147.37,277.07,75.42,25.73,287,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 09:30:00,589.15,182.91,213.93,95.6,29.77,155,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 09:45:00,390.77,163.21,235.9,85.2,22.76,234,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 10:00:00,520.23,108.35,176.55,116.71,27.63,175,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 10:15:00,542.97,114.52,292.9,101.9,24.78,216,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 10:30:00,380.98,163.29,236.7,101.19,22.83,209,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 10:45:00,361.9,181.25,165.86,98.42,30.54,286,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 11:00:00,461.97,110.41,171.56,75.03,30.45,256,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 11:15:00,494.84,146.57,155.35,88.02,29.96,224,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 11:30:00,424.23,107.22,238.39,53.61,27.43,241,False
F001,Smart Campus,B001,Building 1,BLK-2,Block 2,2026-08-09 11:45:00,473.19,155.99,217.6,94.07,31.33,241,False
F001,Smart Campus,B001,Building 1,BLK-1,Block 1,2026-08-09 12:00:00,409.39,142.21,252.01,104.84,31.89,117,False
