facility_id,facility_name,asset_id,asset_name,asset_type,building_name,block_name,timestamp,temperature_c,vibration_mm_s,pressure_bar,power_kw,runtime_hours,operating_hours,age_years,days_since_service,health_score,health_status,abnormal_behavior,maintenance_required,days_to_maintenance
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 03:00:00,58.57,1.74,5.68,25.96,0.88,2175.76,4,43.12,98.08,EXCELLENT,0,0,125
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 04:00:00,54.15,2.33,5.43,24.1,0.95,2176.71,4,43.17,98.52,EXCELLENT,0,0,167
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 05:00:00,58.22,2.15,5.47,13.17,0.59,2177.3,4,43.21,98.7,EXCELLENT,0,0,176
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 06:00:00,57.06,2.27,5.11,23.51,0.41,2177.71,4,43.25,97.24,EXCELLENT,0,0,129
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 07:00:00,61.33,2.26,5.97,25.11,0.99,2178.71,4,43.29,96.93,EXCELLENT,0,0,161
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 08:00:00,56.43,2.13,5.93,26.63,0.92,2179.63,4,43.33,97.1,EXCELLENT,0,0,135
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 09:00:00,57.35,1.7,5.46,33.26,0.92,2180.55,4,43.38,98.65,EXCELLENT,0,0,140
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 10:00:00,60.11,2.5,5.56,34.36,0.55,2181.1,4,43.42,98.57,EXCELLENT,0,0,108
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 11:00:00,55.05,2.31,6.13,39.68,0.91,2182.01,4,43.46,96.3,EXCELLENT,0,0,161
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 12:00:00,57.87,1.95,5.84,51.51,0.45,2182.46,4,43.5,94.78,EXCELLENT,0,0,128
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 13:00:00,56.12,2.19,5.48,45.43,0.96,2183.42,4,43.54,98.71,EXCELLENT,0,0,108
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 14:00:00,55.91,1.93,5.75,42.23,0.89,2184.31,4,43.58,97.8,EXCELLENT,0,0,136
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 15:00:00,56.7,2.74,5.68,34.54,0.73,2185.04,4,43.62,93.77,EXCELLENT,0,0,126
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 16:00:00,57.06,2.16,5.73,34.35,0.6,2185.64,4,43.67,97.88,EXCELLENT,0,0,164
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 17:00:00,55.02,2.47,5.75,39.87,0.87,2186.51,4,43.71,97.82,EXCELLENT,0,0,146
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 18:00:00,57.55,2.08,5.12,37.11,0.79,2187.31,4,43.75,97.3,EXCELLENT,0,0,169
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 19:00:00,58.77,2.19,5.26,21.97,0.64,2187.95,4,43.79,97.83,EXCELLENT,0,0,178
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 20:00:00,59.0,2.23,5.48,25.51,0.76,2188.71,4,43.83,98.71,EXCELLENT,0,0,180
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 21:00:00,57.3,1.96,5.65,17.83,0.53,2189.23,4,43.88,98.19,EXCELLENT,0,0,90
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 22:00:00,56.08,2.13,5.4,14.02,0.58,2189.81,4,43.92,98.4,EXCELLENT,0,0,132
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-20 23:00:00,57.49,2.4,5.27,21.91,0.49,2190.3,4,43.96,97.88,EXCELLENT,0,0,93
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 00:00:00,53.02,2.27,5.58,15.32,0.52,2190.82,4,44.0,98.47,EXCELLENT,0,0,155
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 01:00:00,59.23,2.34,5.56,23.71,0.47,2191.3,4,44.04,98.57,EXCELLENT,0,0,176
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 02:00:00,61.85,1.81,5.46,23.03,0.65,2191.95,4,44.08,98.63,EXCELLENT,0,0,119
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 03:00:00,61.45,2.18,5.32,26.71,0.48,2192.43,4,44.12,98.09,EXCELLENT,0,0,141
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 04:00:00,57.56,1.86,5.61,15.63,0.9,2193.33,4,44.17,98.36,EXCELLENT,0,0,100
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 05:00:00,53.56,2.47,5.58,30.34,0.9,2194.23,4,44.21,98.5,EXCELLENT,0,0,114
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 06:00:00,100.84,3.93,5.59,25.36,0.69,2194.91,4,44.25,5.93,CRITICAL,1,1,1
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 07:00:00,61.08,1.9,5.44,14.57,0.63,2195.54,4,44.29,98.55,EXCELLENT,0,0,127
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 08:00:00,56.63,1.61,5.4,38.52,0.7,2196.25,4,44.33,98.39,EXCELLENT,0,0,134
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 09:00:00,58.47,2.25,5.5,38.0,0.47,2196.72,4,44.38,98.79,EXCELLENT,0,0,160
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 10:00:00,56.0,2.24,5.1,31.11,0.97,2197.68,4,44.42,97.2,EXCELLENT,0,0,145
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 11:00:00,58.33,2.36,5.72,35.81,0.44,2198.12,4,44.46,97.91,EXCELLENT,0,0,158
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 12:00:00,59.25,2.12,5.2,43.46,0.4,2198.52,4,44.5,97.59,EXCELLENT,0,0,140
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 13:00:00,58.26,2.08,5.94,38.77,0.41,2198.94,4,44.54,97.06,EXCELLENT,0,0,156
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 14:00:00,62.58,2.33,5.52,45.66,0.5,2199.44,4,44.58,98.73,EXCELLENT,0,0,171
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 15:00:00,55.45,2.33,6.08,45.28,0.44,2199.88,4,44.62,96.48,EXCELLENT,0,0,144
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 16:00:00,57.88,2.21,5.52,41.74,0.65,2200.53,4,44.67,98.74,EXCELLENT,0,0,112
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 17:00:00,54.57,2.33,5.34,34.11,0.62,2201.15,4,44.71,98.17,EXCELLENT,0,0,141
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 18:00:00,55.7,2.24,5.39,43.61,0.73,2201.88,4,44.75,98.36,EXCELLENT,0,0,176
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 19:00:00,55.33,2.24,5.33,18.7,0.48,2202.36,4,44.79,98.14,EXCELLENT,0,0,95
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 20:00:00,62.71,2.15,6.12,15.31,0.76,2203.11,4,44.83,96.32,EXCELLENT,0,0,110
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 21:00:00,55.37,2.72,5.98,23.35,0.42,2203.53,4,44.88,92.92,EXCELLENT,0,0,139
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 22:00:00,55.97,1.94,5.87,13.96,0.52,2204.04,4,44.92,97.33,EXCELLENT,0,0,134
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-21 23:00:00,61.81,2.1,5.32,26.44,0.71,2204.75,4,44.96,98.07,EXCELLENT,0,0,130
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 00:00:00,54.31,2.45,5.23,22.16,0.96,2205.72,4,45.0,97.71,EXCELLENT,0,0,113
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 01:00:00,57.1,1.98,5.91,14.24,0.79,2206.5,4,45.04,97.15,EXCELLENT,0,0,138
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 02:00:00,56.62,2.43,5.56,30.52,0.66,2207.16,4,45.08,98.58,EXCELLENT,0,0,162
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 03:00:00,58.98,2.06,5.26,21.52,0.58,2207.74,4,45.12,97.85,EXCELLENT,0,0,95
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 04:00:00,78.2,3.34,6.21,35.41,0.75,2208.49,4,45.17,54.53,WARNING,1,1,19
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 05:00:00,63.76,1.83,5.88,29.33,0.96,2209.45,4,45.21,97.29,EXCELLENT,0,0,163
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 06:00:00,68.83,2.9,6.08,21.63,0.48,2209.93,4,45.25,80.24,GOOD,1,0,53
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 07:00:00,57.39,2.0,4.99,27.28,0.58,2210.52,4,45.29,96.77,EXCELLENT,0,0,178
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 08:00:00,58.47,2.1,5.45,38.59,0.84,2211.35,4,45.33,98.61,EXCELLENT,0,0,171
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 09:00:00,55.38,2.46,5.07,36.61,0.89,2212.24,4,45.38,97.1,EXCELLENT,0,0,104
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 10:00:00,58.11,1.82,5.15,42.49,0.47,2212.7,4,45.42,97.41,EXCELLENT,0,0,169
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 11:00:00,56.18,2.11,5.72,41.97,0.81,2213.52,4,45.46,97.94,EXCELLENT,0,0,118
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 12:00:00,59.06,2.24,5.38,34.43,0.58,2214.1,4,45.5,98.32,EXCELLENT,0,0,164
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 13:00:00,56.03,2.5,5.12,46.01,0.97,2215.07,4,45.54,97.29,EXCELLENT,0,0,148
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 14:00:00,59.48,2.21,5.55,43.89,0.77,2215.84,4,45.58,98.6,EXCELLENT,0,0,96
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 15:00:00,56.36,2.5,5.47,39.23,0.9,2216.75,4,45.62,98.7,EXCELLENT,0,0,139
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 16:00:00,57.02,1.77,5.71,41.07,0.99,2217.73,4,45.67,97.95,EXCELLENT,0,0,136
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 17:00:00,57.72,2.32,5.78,30.58,0.93,2218.66,4,45.71,97.68,EXCELLENT,0,0,112
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 18:00:00,61.52,1.93,5.14,39.98,0.92,2219.58,4,45.75,97.36,EXCELLENT,0,0,168
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 19:00:00,94.32,3.19,6.94,20.87,0.48,2220.06,4,45.79,26.96,CRITICAL,1,1,0
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 20:00:00,57.65,1.89,5.3,16.9,0.64,2220.7,4,45.83,97.99,EXCELLENT,0,0,167
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 21:00:00,52.32,2.73,5.87,26.6,0.94,2221.64,4,45.88,93.14,EXCELLENT,0,0,132
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 22:00:00,60.15,1.99,4.89,21.8,0.76,2222.4,4,45.92,96.38,EXCELLENT,0,0,158
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-22 23:00:00,56.01,2.86,5.71,25.78,0.57,2222.96,4,45.96,91.17,EXCELLENT,0,0,118
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 00:00:00,58.37,2.13,5.46,18.34,0.47,2223.44,4,46.0,98.66,EXCELLENT,0,0,171
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 01:00:00,60.16,2.45,5.73,13.71,0.95,2224.39,4,46.04,97.88,EXCELLENT,0,0,123
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 02:00:00,61.13,2.09,5.29,10.53,0.81,2225.19,4,46.08,97.97,EXCELLENT,0,0,168
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 03:00:00,57.76,2.21,5.34,26.17,0.88,2226.08,4,46.12,98.14,EXCELLENT,0,0,96
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 04:00:00,73.36,2.76,4.52,29.69,0.61,2226.68,4,46.17,73.64,GOOD,1,0,68
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 05:00:00,56.03,2.13,5.11,20.34,0.99,2227.67,4,46.21,97.25,EXCELLENT,0,0,130
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 06:00:00,52.99,2.09,5.79,25.43,0.91,2228.58,4,46.25,97.64,EXCELLENT,0,0,156
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 07:00:00,55.0,2.25,5.89,25.51,0.5,2229.08,4,46.29,97.24,EXCELLENT,0,0,129
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 08:00:00,56.97,2.11,5.5,34.84,0.93,2230.01,4,46.33,98.8,EXCELLENT,0,0,167
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 09:00:00,64.22,2.32,5.24,38.21,0.7,2230.71,4,46.38,97.03,EXCELLENT,0,0,121
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 10:00:00,55.76,2.0,5.6,40.86,0.53,2231.24,4,46.42,98.39,EXCELLENT,0,0,112
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 11:00:00,56.9,2.1,5.46,34.53,0.97,2232.21,4,46.46,98.65,EXCELLENT,0,0,144
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 12:00:00,55.04,2.8,5.55,37.81,0.86,2233.07,4,46.5,93.19,EXCELLENT,0,0,118
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 13:00:00,52.06,2.27,5.76,30.5,0.78,2233.85,4,46.54,97.77,EXCELLENT,0,0,160
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 14:00:00,55.23,2.33,6.06,42.53,0.98,2234.83,4,46.58,96.56,EXCELLENT,0,0,140
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 15:00:00,54.21,2.6,5.75,43.7,0.52,2235.35,4,46.62,96.33,EXCELLENT,0,0,147
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 16:00:00,56.84,2.52,5.17,33.23,0.77,2236.12,4,46.67,97.47,EXCELLENT,0,0,127
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 17:00:00,57.62,1.84,5.57,30.59,0.91,2237.03,4,46.71,98.53,EXCELLENT,0,0,151
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 18:00:00,58.63,2.01,5.41,48.17,0.83,2237.86,4,46.75,98.42,EXCELLENT,0,0,107
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 19:00:00,62.05,2.59,6.22,26.52,0.95,2238.81,4,46.79,94.75,EXCELLENT,0,0,162
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 20:00:00,56.93,2.87,5.52,26.22,0.59,2239.4,4,46.83,91.78,EXCELLENT,0,0,108
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 21:00:00,58.28,2.69,5.46,17.82,0.9,2240.29,4,46.88,95.41,EXCELLENT,0,0,131
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 22:00:00,54.51,2.05,4.98,25.66,0.88,2241.17,4,46.92,96.7,EXCELLENT,0,0,161
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-23 23:00:00,55.66,2.24,5.67,28.35,0.91,2242.08,4,46.96,98.11,EXCELLENT,0,0,138
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 00:00:00,59.55,2.16,5.31,12.4,0.77,2242.85,4,47.0,98.06,EXCELLENT,0,0,160
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 01:00:00,64.0,1.85,5.57,28.26,0.69,2243.54,4,47.04,98.19,EXCELLENT,0,0,141
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 02:00:00,55.89,2.6,5.06,20.96,0.98,2244.52,4,47.08,95.62,EXCELLENT,0,0,167
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 03:00:00,60.34,1.94,5.46,20.3,0.9,2245.42,4,47.12,98.62,EXCELLENT,0,0,173
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 04:00:00,55.03,2.2,5.72,29.27,0.65,2246.07,4,47.17,97.93,EXCELLENT,0,0,133
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 05:00:00,59.11,2.11,5.27,25.19,0.64,2246.71,4,47.21,97.87,EXCELLENT,0,0,137
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 06:00:00,61.08,2.31,5.39,22.69,0.81,2247.52,4,47.25,98.34,EXCELLENT,0,0,92
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 07:00:00,56.31,2.28,6.05,14.19,0.53,2248.04,4,47.29,96.59,EXCELLENT,0,0,110
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 08:00:00,59.3,2.3,5.56,41.58,0.56,2248.6,4,47.33,98.57,EXCELLENT,0,0,127
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 09:00:00,60.71,2.05,5.61,40.04,0.74,2249.34,4,47.38,98.36,EXCELLENT,0,0,102
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 10:00:00,53.28,2.34,5.59,39.38,0.47,2249.81,4,47.42,98.44,EXCELLENT,0,0,95
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 11:00:00,58.55,2.48,5.95,33.69,0.72,2250.53,4,47.46,96.99,EXCELLENT,0,0,142
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 12:00:00,64.25,2.05,5.73,40.8,0.7,2251.23,4,47.5,97.1,EXCELLENT,0,0,174
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 13:00:00,61.33,2.14,5.76,45.88,0.9,2252.14,4,47.54,97.77,EXCELLENT,0,0,175
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 14:00:00,55.62,2.61,5.61,34.27,0.98,2253.12,4,47.58,96.71,EXCELLENT,0,0,174
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 15:00:00,57.92,1.82,4.71,37.4,0.67,2253.79,4,47.62,95.64,EXCELLENT,0,0,131
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 16:00:00,78.33,3.5,4.83,38.68,0.47,2254.27,4,47.67,51.28,WARNING,1,1,14
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 17:00:00,56.96,2.14,5.98,41.72,0.92,2255.18,4,47.71,96.9,EXCELLENT,0,0,107
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 18:00:00,56.3,2.12,5.27,35.73,0.86,2256.04,4,47.75,97.86,EXCELLENT,0,0,147
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 19:00:00,53.43,2.24,5.86,23.15,0.81,2256.85,4,47.79,97.36,EXCELLENT,0,0,147
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 20:00:00,55.59,1.91,5.76,25.76,0.77,2257.62,4,47.83,97.75,EXCELLENT,0,0,102
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 21:00:00,58.21,1.82,5.58,18.32,0.94,2258.56,4,47.88,98.48,EXCELLENT,0,0,171
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 22:00:00,56.15,2.25,5.64,20.73,0.75,2259.31,4,47.92,98.25,EXCELLENT,0,0,129
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-24 23:00:00,56.84,2.3,5.09,26.09,0.83,2260.14,4,47.96,97.15,EXCELLENT,0,0,139
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-25 00:00:00,63.12,2.13,5.02,25.16,0.78,2260.92,4,48.0,96.87,EXCELLENT,0,0,159
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-25 01:00:00,59.41,1.87,5.47,21.05,0.68,2261.6,4,48.04,98.69,EXCELLENT,0,0,180
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-25 02:00:00,59.0,2.31,5.05,24.89,0.42,2262.02,4,48.08,96.99,EXCELLENT,0,0,158
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-25 03:00:00,60.85,2.1,5.17,31.7,0.96,2262.98,4,48.12,97.48,EXCELLENT,0,0,122
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-25 04:00:00,59.67,2.25,5.27,15.18,0.64,2263.62,4,48.17,97.88,EXCELLENT,0,0,99
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-25 05:00:00,61.03,2.08,5.82,18.71,0.51,2264.13,4,48.21,97.53,EXCELLENT,0,0,152
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-25 06:00:00,59.61,1.81,5.17,24.23,0.55,2264.68,4,48.25,97.46,EXCELLENT,0,0,169
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-25 07:00:00,57.39,1.73,5.36,12.94,0.64,2265.32,4,48.29,98.25,EXCELLENT,0,0,124
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-25 08:00:00,60.76,2.05,5.44,38.98,0.75,2266.07,4,48.33,98.55,EXCELLENT,0,0,138
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-25 09:00:00,57.3,2.22,5.55,41.56,0.65,2266.72,4,48.38,98.62,EXCELLENT,0,0,177
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-25 10:00:00,59.39,1.66,5.37,42.73,0.96,2267.68,4,48.42,98.26,EXCELLENT,0,0,119
FAC-001,FacilityOps Campus,AST-001,HVAC Unit 1,HVAC,Building A,Block A1,2026-01-25 11:00:00,56.71,2.26,5.48,48.55,0.44,2268.12,4,48.46,98.52,EXCELLENT,0,0,145
